,A01_02_1FE,A02_01_1FE,A03_01_1FE,A04_01_1FE,A04_04_1FE,A05_01_1FE,A06_01_1FE,A07_01_1FE,A08_01_1FE,A09_01_1FE,A10_01_1FE,A10_02_1FE,A11_01_1FE,A13_01_1FE,A13_03_1FE,A14_01_1FE,A15_02_1FE,A19_01_1FE,A19_03_1FE,A20_01_1FE,A20_03_1FE,A22_01_1FE,A23_01_1FE,A24_02_1FE,A24_04_1FE,A25_01_1FE,A27_02_1FE,A28_02_1FE,A29_01_1FE,A32_01_1FE,A34_01_1FE,A34_02_1FE,A35_01_1FE,A36_01_1FE,A36_02_1FE,A39_01_1FE,A39_02_1FE,A39_04_1FE,A40_02_1FE,A41_01_1FE,A42_02_1FE,A43_02_1FE,A44_01_1FE,A45_02_1FE,A46_01_1FE,A46_02_1FE,A47_01_1FE,A47_02_1FE,A48_01_1FE,A48_05_1FE,A49_01_1FE,A53_01_1FE,A54_02_1FE,A55_01_1FE,A55_02_1FE,A56_01_1FE,A58_01_1FE,A58_03_1FE,A59_01_1FE,A62_01_1FE,A62_03_1FE,A66_02_1FE,A67_01_1FE,A68_01_1FE,A69_01_1FE,A69_02_1FE,A70_01_1FE,A70_03_1FE,A72_01_1FE,A72_02_1FE,A73_01_1FE,A75_02_1FE,A79_02_1FE,A81_01_1FE,A81_03_1FE,A82_02_1FE,A83_02_1FE,A85_01_1FE,A88_02_1FE,A89_01_1FE,A89_02_1FE,A90_03_1FE,A90_04_1FE,A91_01_1FE,A91_02_1FE,A92_01_1FE,A93_01_1FE,A94_01_1FE,A94_02_1FE,A94_03_1FE,A95_01_1FE,V01_01_1FE,V06_02_1FE,V07_01_2FE,V07_02_2FE,V12_01_2FE,V18_02_1FE,V19_01_2FE,V19_02_2FE,V30_01_1FE,V31_01_2FE,V32_02_2FE,V36_02_2FE,V40_01_1FE,V48_03_2FE,V50_01_1FE,V50_01_2FE,V50_02_1FE,V53_02_1FE,V54_01_1FE
A36_02_1FE__bin.11_01820,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1699,0,4,8,0,0,0,0,0,0,0,0,2,0,0,0,6,0,29,0,0,0,0,0,0,0,3,5,11,0,0,3,0,0,1,0,3,0,6,269,0,0,3,0,0,0,0,0,1,0,43,0,0,0,0,18,1,0,0,0,0,0,0,0,247,346,1271,0,261,0,0,2,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,261,0,0,0,82,0,124
A36_02_1FE__bin.11_01823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,14
A36_02_1FE__bin.11_01824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,3,0,0,8,0,0,37,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,0,0,0,0,0,14
A36_02_1FE__bin.11_01825,0,0,0,0,0,0,0,0,0,0,0,1,0,0,106,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,65,0,0,0,1,135,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,76,0,3,1,0,0,0,1,75,0,1,32,0,0,0,288,0,64,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,230,0,0,0,0,0,108
A36_02_1FE__bin.11_01826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,11
A36_02_1FE__bin.11_01827,0,0,0,0,0,0,0,0,0,0,2,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,258,123,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,42,0,0,48,0,0,0,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,90
A36_02_1FE__bin.11_01828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,92,131,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,73,0,0,0,0,0,0,0,15,0,0,15,0,0,0,268,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,1,0,0,100
A36_02_1FE__bin.11_01829,20,0,0,1,0,0,0,3,1,0,0,1,0,0,78,0,251,0,0,0,4,0,0,0,0,2,1,0,0,1,0,0,0,1,28,0,0,0,170,93,0,0,0,7,0,2,0,0,0,1,0,56,0,53,0,0,0,0,0,3,0,0,3,0,59,0,55,0,1,2,3,14,0,0,50,0,0,13,0,0,1,170,4,68,0,0,0,0,120,0,0,0,0,0,0,21,0,0,11,1,1,0,0,124,1,0,0,0,2,31
A36_02_1FE__bin.11_01830,0,0,0,0,0,0,0,3,0,0,1,0,0,0,21,0,0,0,1,0,0,1,0,0,0,0,1,12,0,0,0,1,0,0,37,0,0,0,29,0,0,0,0,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45,0,1,3,0,0,0,0,21,0,1,9,0,0,0,136,1,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,51,0,0,0,0,0,21
A36_02_1FE__bin.11_01831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,0,0,0,75,27,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,10,0,1,0,0,0,0,0,28,0,0,8,0,0,0,77,0,29,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,64,0,0,0,0,0,19
A36_02_1FE__bin.11_01832,34,0,0,0,2,0,0,10,0,0,0,1,0,0,76,1,0,0,1,0,7,0,0,1,0,0,1,3,0,0,0,1,0,0,55,0,1,0,126,102,1,1,0,3,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,133,11,46,0,0,0,0,59,0,0,53,0,0,40,2,0,0,170,35,52,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,179,2,0,0,0,1,69
A36_02_1FE__bin.11_01833,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,12,0,0,0,0,4,0,0,10,0,0,2,0,0,0,42,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,8
A36_02_1FE__bin.11_01834,0,0,0,0,1,0,0,1,1,0,0,0,0,0,122,0,1,0,0,0,1,0,0,0,0,0,4,0,1,0,0,1,0,1,58,0,1,0,18,134,0,0,1,0,0,4,0,0,0,1,0,1,0,0,0,2,4,0,1,0,0,0,2,0,0,3,81,1,1,1,0,3,1,0,48,0,0,97,0,4,1,286,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,210,0,1,0,0,3,58
A36_02_1FE__bin.11_01835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11,0,0,0,118,93,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,30,1,1,0,0,1,0,0,23,0,0,45,0,0,0,128,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,118,0,0,0,1,0,54
A36_02_1FE__bin.11_01836,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,36,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,1,0,0,0,0,16,0,0,11,0,0,0,45,0,10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,42,0,0,0,1,0,17
A36_02_1FE__bin.11_01837,0,0,0,1,6,0,0,5,0,0,0,0,0,0,85,0,162,0,0,0,5,0,0,0,0,2,2,2,2,2,0,0,0,2,59,0,0,0,189,105,0,4,0,2,0,0,0,0,1,0,0,156,0,0,0,1,0,0,2,0,0,0,1,0,34,0,91,1,0,1,0,1,0,0,54,0,0,92,1,7,0,238,3,59,7,1,0,2,1,0,0,0,2,0,0,0,0,0,1,3,1,0,1,181,1,0,0,1,0,92
A36_02_1FE__bin.11_01838,0,0,1,0,9,1,0,5,1,2,0,2,1,1,84,1,227,1,0,0,2,3,0,1,1,2,5,27,2,4,1,2,1,3,8,1,0,1,135,79,1,5,1,4,0,2,1,0,1,0,0,194,2,58,0,0,2,2,3,4,0,1,2,1,52,1,68,0,8,1,0,4,1,1,48,0,0,68,1,1,1,260,67,35,9,1,0,0,2,2,0,1,0,1,0,1,3,40,3,7,2,0,0,218,2,1,0,11,1,19
A36_02_1FE__bin.11_01839,0,0,0,0,0,0,0,8,0,0,0,0,0,0,50,0,550,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,67,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,23,0,0,0,0,0,0,0,28,0,0,6,0,0,122,164,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,32,119,0,0,0,0,0,30
A36_02_1FE__bin.11_01840,0,0,0,0,3,0,0,5,0,0,0,3,0,0,78,0,839,0,1,0,8,0,0,0,0,0,2,0,1,0,0,0,0,0,54,0,0,0,6,113,0,0,0,3,0,1,0,4,0,0,0,1,0,1,1,0,2,0,1,2,0,0,3,1,2,0,40,0,1,2,0,1,0,0,26,0,0,7,0,0,152,281,2,0,1,0,0,0,0,0,183,0,0,0,0,0,1,0,0,0,0,0,70,195,0,0,0,1,1,75
A36_02_1FE__bin.11_01841,30,0,0,1,42,0,0,82,1,0,1,0,0,0,80,1,205,0,1,0,2,1,0,25,2,0,37,228,2,9,0,1,0,4,64,3,1,0,210,106,0,7,0,2,0,1,0,0,2,0,0,1268,0,46,1,0,3,0,1,2,0,2,0,1,222,13,54,0,1,1,11,83,2,1,36,0,2,1,1,3,467,249,88,6,0,3,1,0,9,0,24,36,0,0,1,3,0,53,3,18,59,0,0,300,1,0,1,3,2,97
A36_02_1FE__bin.11_01842,19,0,0,0,17,0,0,58,0,0,0,0,0,0,77,0,286,0,1,0,9,0,0,0,1,0,11,199,0,2,0,0,0,7,51,0,0,0,213,120,0,0,0,0,0,0,0,0,0,0,1,1288,0,0,0,1,23,0,1,1,0,1,1,0,253,2,65,0,0,1,1,111,0,0,75,0,1,29,0,0,217,358,128,0,0,0,0,0,21,1,0,20,0,0,0,0,0,0,0,3,0,0,0,251,0,0,0,0,0,93
A36_02_1FE__bin.11_01843,0,0,0,1,3,0,0,1,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,5,20,0,1,0,0,0,0,70,0,1,0,305,0,0,0,0,3,0,0,1,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,132,0,1,0,0,0,13,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,316,0,0,0,0,2,116
A36_02_1FE__bin.11_01844,0,0,0,0,0,0,0,2,0,0,1,0,0,0,223,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,123,0,0,2,504,265,1,0,0,0,0,11,0,0,4,0,0,5,0,0,0,0,3,0,3,0,0,0,1,1,0,0,241,0,2,0,2,2,0,2,158,0,2,144,1,37,1,670,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,2,0,0,501,1,0,0,0,0,157
A36_02_1FE__bin.11_01845,0,0,0,0,0,0,0,0,0,0,0,0,0,1,133,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,72,0,0,0,0,162,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,164,0,1,0,0,0,0,0,167,0,0,103,1,7,0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,1,0,0,48,0,119
A36_02_1FE__bin.11_01846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,26,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,28,0,0,0,0,1,0,0,21,1,0,28,0,3,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,33
A36_02_1FE__bin.11_01847,54,0,1,6,5,0,0,50,1,1,0,4,0,7,160,2,10,1,2,2,10,1,4,3,35,5,8,0,4,2,1,2,2,0,71,0,1,0,242,5,0,1,3,3,0,5,1,0,4,0,0,3,0,1,2,2,2,0,6,10,0,32,6,0,245,63,123,3,0,7,87,132,1,3,93,0,5,92,0,1,9,336,73,1,4,6,1,12,57,9,1,53,0,0,0,135,7,2,1,2,5,1,1,301,1,0,2,2,10,115
A36_02_1FE__bin.11_01848,0,0,0,0,0,0,0,29,0,0,0,0,0,0,37,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,85,38,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,0,0,0,1,6,0,0,19,0,0,0,80,0,1,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1,0,1,0,82,0,0,0,0,0,35
A36_02_1FE__bin.11_01849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,36,147,0,0,0,9,0,1,0,0,0,0,0,88,0,103,0,0,0,0,0,0,0,0,1,1,0,1,89,1,0,0,72,0,1,2,79,0,0,70,0,0,0,268,0,0,0,1,0,0,425,0,0,0,0,0,0,98,0,1,65,0,0,0,0,244,0,0,0,0,0,70
A36_02_1FE__bin.11_01850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,454,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,35,0,0,0,0,35,0,0,0,4,0,0,0,0,2,0,0,62,0,45,0,0,0,0,0,2,0,0,0,0,0,0,69,0,0,1,64,0,0,0,64,0,0,3,0,0,0,160,0,0,1,0,0,0,259,0,0,0,0,0,0,52,0,0,11,0,0,0,0,136,0,0,0,0,3,51
A36_02_1FE__bin.11_01851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,1,0,0,0,0,0,0,67,0,0,0,12,1,0,0,58,0,0,2,0,0,0,166,0,0,0,0,0,0,11,0,0,0,0,0,0,6,0,0,0,0,0,0,0,143,0,0,0,0,0,55
A36_02_1FE__bin.11_01852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,155,0,0,0,0,340,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,272,0,2,0,0,0,0,0,185,0,0,56,0,0,0,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,2,0,0,0,1,218
A36_02_1FE__bin.11_01853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29,0,0,0,0,109,1,0,0,1,0,2,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,15,0,1,1,0,0,0,0,19,0,0,9,0,1,0,274,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,40
A36_02_1FE__bin.11_01854,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,51,0,0,0,0,1,12
A36_02_1FE__bin.11_01855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,63,0,0,0,0,93,0,0,0,4,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,2,0,0,0,62,0,2,3,0,0,0,0,44,0,0,15,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,1,0,0,1,65
A36_02_1FE__bin.11_01856,0,0,0,0,1,0,0,0,0,1,0,1,0,0,127,236,0,0,0,0,0,1,0,0,0,0,1,59,0,0,2,0,0,0,41,0,0,0,260,123,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,133,0,0,1,93,0,0,1,0,1,0,89,0,0,3,0,2,0,23,62,0,0,85,0,10,0,300,0,0,2,0,0,0,0,0,0,3,0,0,0,6,0,0,0,1,0,0,0,174,3,0,0,0,1,102
A36_02_1FE__bin.11_01857,0,0,0,3,1,0,0,0,0,0,0,1,0,0,108,251,0,1,2,0,0,0,0,0,3,1,6,69,0,1,1,0,0,3,51,0,0,1,182,115,0,0,0,0,0,5,0,1,1,0,1,3,0,1,0,9,1,0,0,92,0,0,2,2,0,0,97,0,2,7,0,0,0,9,39,0,0,69,0,0,2,281,1,2,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,4,3,0,0,229,1,1,0,1,2,68
A36_02_1FE__bin.11_01858,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,0,2,0,0,0,0,0,21,0,0,1,0,6,0,91,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,39,0,0,0,0,0,26
A36_02_1FE__bin.11_01919,0,0,0,0,16,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,1,14,0,53,0,0,0,0,17,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,12,0,0,0,0,75,0,16,17,0,0,0,0,88,0,0,0,24,0,0
A36_02_1FE__bin.11_01927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,51,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,2,0,0,111,1,0,2,0,0,0,0,0,3,0,1,1,0,0,1,167,107,0,0,0,0,0,0,0,24,0,0,0,0,48,0,2,1,0,1,0,0,104,0,0,0,0,0,2
A36_02_1FE__bin.11_01943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,5,2,216,1,0,0,0,0,0,11,0,90,0,2,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,172,0,1012,0,0,0,0,0,0,0,0,0,0,0,0,0,2,144,0,5,32,0,0,482,1,0,0,100,0,182
A36_02_1FE__bin.11_01944,1,0,0,17,9,2,0,0,2,0,0,0,0,2,53,0,655,0,2,3,0,0,0,4,1,64,4,0,4,175,38,0,5,0,24,0,2,1,0,0,0,0,0,8,15,2,1,4,0,0,1,0,6,1,9,122,0,0,2,3,1,0,1,0,2,231,24,0,1,10,0,1,4,1,23,0,0,1,0,0,80,185,382,0,134,0,0,0,0,0,21,1,0,0,0,196,3,30,18,8,12,0,0,156,0,0,0,42,2,48
A36_02_1FE__bin.11_01954,0,0,0,0,0,0,0,28,1,0,0,0,0,0,7,0,430,0,0,0,0,0,0,0,1,83,0,0,0,0,61,0,0,0,113,0,0,0,0,77,1,0,1,1,0,1,0,0,0,0,0,22,13,0,1,7,0,0,1,1,0,0,0,0,0,263,64,0,1,0,0,6,0,0,11,0,2,81,0,0,169,243,803,0,0,0,0,0,0,0,86,0,0,0,0,0,0,41,2,0,0,0,0,413,0,0,0,94,0,0
A36_02_1FE__bin.11_01965,0,0,0,1,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,1,0,1,101,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,34,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
A36_02_1FE__bin.11_01966,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,260,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,54,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A36_02_1FE__bin.11_01967,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,67,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
A36_02_1FE__bin.11_01968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A36_02_1FE__bin.11_02007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A36_02_1FE__bin.11_02097,0,0,0,1,10,0,0,17,2,4,0,0,0,0,2,0,1,0,0,0,0,0,2,3,1,0,1,15,1,1,0,0,0,0,21,0,0,0,5,1,0,0,0,0,47,0,1,0,0,0,58,2,0,4,0,1,0,0,1,0,0,5,1,0,15,2,52,8,0,1,1,15,0,0,0,1,3,0,0,3,1,160,56,1,0,0,0,2,2,1,0,0,0,0,0,1,0,2,2,4,1,0,15,133,2,0,0,3,0,5
A36_02_1FE__bin.11_02098,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0
A36_02_1FE__bin.11_02099,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,175,0,0,0,0,37,0,0,0,0,0,0,0,0,0,516,14,0,0,0,2,0,0,0,0,1,1,0,0,0,14,0,0,0,0,0,0,533,0,1,0,0,0,0
A36_02_1FE__bin.11_02100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,31,0,0,134,0,0,2,0,0,0,0,0,0,0,0,0,0,0,439,0,0,0,0,0,0,0,0,0,42,0,0,0,0,43,0,0,0,0,0,0,351,0,0,0,0,0,0
A36_02_1FE__bin.11_02101,12,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,18,0,0,124,0,0,0,0,12,0,0,0,0,0,0,0,0,0,358,11,0,0,0,0,0,0,0,0,30,0,0,0,0,30,0,0,0,0,0,0,375,0,0,0,0,0,0
A36_02_1FE__bin.11_02102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,340,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,915,0,0,0,0,0,0
A36_02_1FE__bin.11_02103,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,9,1,0,479,0,0,0,0,118,0,1,0,0,1,0,1,0,0,1446,54,0,0,0,1,0,3,1,0,7,0,0,0,0,200,0,0,2,0,0,0,1284,0,0,0,0,0,0
